"item_id","name","icon_id","confirmations","status","updated_at"
4887,"Ethereal Mist Boots +1",524,1,"unverified","2026-09-15 20:40:33"
4891,"Thorny Vine Helm +4",746,1,"unverified","2026-09-15 20:40:33"
4893,"Thorny Vine Vambraces +4",622,2,"emerging","2026-09-16 00:40:14"
4894,"Thorny Vine Bracer +4",516,2,"emerging","2026-09-16 00:40:14"
4895,"Thorny Vine Gauntlets +4",531,1,"unverified","2026-09-15 21:36:23"
4896,"Thorny Vine Greaves",540,1,"unverified","2026-09-16 00:40:14"
4901,"Woven Shadow Helm",746,2,"emerging","2026-09-15 21:36:23"
4902,"Woven Shadow Chestplate +4",624,2,"emerging","2026-09-15 21:36:23"
4903,"Woven Shadow Vambraces +4",622,1,"unverified","2026-09-16 00:40:14"
4904,"Woven Shadow Bracer +4",516,3,"emerging","2026-09-15 21:36:23"
4905,"Woven Shadow Gauntlets +4",531,1,"unverified","2026-09-15 21:36:23"
4906,"Woven Shadow Greaves",540,2,"emerging","2026-09-16 00:40:14"
4907,"Woven Shadow Boots +4",524,1,"unverified","2026-09-15 21:36:23"
4911,"Indicolite Helm",746,1,"unverified","2026-09-16 00:40:14"
4912,"Indicolite Breastplate",624,1,"unverified","2026-09-16 00:40:14"
4913,"Indicolite Vambraces +1",622,1,"unverified","2026-09-16 00:40:14"
4914,"Indicolite Bracer +4",516,4,"emerging","2026-09-16 00:40:14"
4915,"Indicolite Gauntlets +1",531,1,"unverified","2026-09-16 00:40:14"
4916,"Indicolite Greaves +4",540,1,"unverified","2026-09-15 20:40:33"
4917,"Indicolite Boots +4",524,1,"unverified","2026-09-15 20:58:59"
5001,"Short Sword +1",580,1,"unverified","2026-09-15 20:40:33"
5002,"Long Sword +1",590,1,"unverified","2026-09-15 20:40:33"
5010,"Scythe +1",579,2,"emerging","2026-09-16 00:40:14"
5013,"Rusty Short Sword +4",580,3,"emerging","2026-09-16 00:40:14"
5014,"Rusty Axe +4",569,2,"emerging","2026-09-16 00:40:14"
5015,"Rusty Scythe",579,3,"emerging","2026-09-16 00:40:14"
5016,"Rusty Broad Sword +4",605,3,"emerging","2026-09-16 00:40:14"
5017,"Minotaur Battle Axe",569,2,"emerging","2026-09-16 00:40:14"
5019,"Rusty Long Sword +4",590,3,"emerging","2026-09-16 00:40:14"
5020,"Rusty Battle Axe +4",569,3,"emerging","2026-09-16 00:40:14"
5021,"Rusty Scimitar +1",604,3,"emerging","2026-09-16 00:40:14"
5022,"Rusty Bastard Sword",577,2,"disputed","2026-09-16 00:40:14"
5023,"Rusty Two Handed Sword +4",519,2,"emerging","2026-09-16 00:40:14"
5024,"Rusty Halberd",736,3,"emerging","2026-09-16 00:40:14"
5026,"Bronze Short Sword +4",580,4,"emerging","2026-09-16 00:40:14"
5027,"Bronze Long Sword +4",590,2,"emerging","2026-09-16 00:40:14"
5028,"Bronze Battle Axe +4",569,2,"emerging","2026-09-16 00:40:14"
5029,"Bronze Bastard Sword",577,2,"emerging","2026-09-16 00:40:14"
5030,"Bronze Two Handed Sword +4",519,4,"emerging","2026-09-16 00:40:14"
5031,"Bronze Halberd +2",736,1,"unverified","2026-09-16 00:40:14"
5032,"Bronze Axe +4",573,1,"unverified","2026-09-15 20:40:33"
5035,"Bronze Scythe",579,2,"emerging","2026-09-16 00:40:14"
5036,"Bronze Claymore",603,1,"unverified","2026-09-16 00:40:14"
5038,"Leather Whip",596,1,"unverified","2026-09-16 00:40:14"
5040,"Rusty Mining Pick +4",768,3,"emerging","2026-09-16 00:40:14"
5074,"Rusty Fer`Esh +1",1174,2,"emerging","2026-09-16 00:40:14"
5212,"Enchanted Fine Steel Long Sword +4",590,4,"emerging","2026-09-16 00:40:14"
5213,"Enchanted Fine Steel Bastard Sword +4",577,2,"emerging","2026-09-16 00:40:14"
5214,"Enchanted Fine Steel Morning Star +4",741,4,"emerging","2026-09-16 00:40:14"
5215,"Enchanted Fine Steel Great Staff +4",601,2,"emerging","2026-09-16 00:40:14"
5216,"Enchanted Fine Steel Rapier +4",762,4,"emerging","2026-09-16 00:40:14"
5243,"Mammoth Calf Hide",555,1,"unverified","2026-09-16 00:40:14"
5312,"Bone Bladed Claymore",603,1,"unverified","2026-09-16 00:40:14"
5350,"Fine Steel Long Sword +4",590,3,"emerging","2026-09-16 00:40:14"
5351,"Fine Steel Two Handed Sword +4",519,3,"emerging","2026-09-16 00:40:14"
5352,"Fine Steel Short Sword",580,2,"disputed","2026-09-16 00:40:14"
5353,"Fine Steel Scimitar +4",604,3,"emerging","2026-09-16 00:40:14"
5358,"Blackened Iron Bastard Sword +4",577,2,"emerging","2026-09-15 21:36:23"
5404,"Dark Reaver",519,1,"unverified","2026-09-15 20:40:33"
5407,"Executioner's Axe +1",1164,1,"unverified","2026-09-15 20:40:33"
5410,"Painbringer +3",1165,1,"unverified","2026-09-16 00:40:14"
5411,"Fleshripper",568,1,"unverified","2026-09-15 20:40:33"
5430,"Blade of Abrogation",603,1,"unverified","2026-09-15 21:36:23"
5500,"Short Sword of the Ykesha",1170,1,"unverified","2026-09-15 20:40:33"
5503,"Runed Falchion +1",1169,1,"unverified","2026-09-15 21:36:23"
5519,"Theologian Claymore",603,2,"emerging","2026-09-16 00:40:14"
5520,"Amygdalan Tendril +2",596,1,"unverified","2026-09-15 20:40:33"
5522,"Revultant Whip",1132,1,"unverified","2026-09-16 00:40:14"
5667,"Earthshaker +4",519,1,"unverified","2026-09-15 20:40:33"
5820,"Shimmering Ruby Stiletto +4",762,3,"emerging","2026-09-16 00:40:14"
6011,"Rusty Mace",578,2,"disputed","2026-09-16 00:40:14"
6012,"Worn Great Staff",602,3,"emerging","2026-09-16 00:40:14"
6013,"Rusty Two Handed Hammer",567,3,"emerging","2026-09-16 00:40:14"
6014,"Rusty Warhammer",567,2,"disputed","2026-09-16 00:40:14"
6015,"Rusty Flail",741,1,"unverified","2026-09-15 21:36:23"
6016,"Rusty Morning Star +1",741,3,"emerging","2026-09-15 21:36:23"
6017,"Splintering Club +4",737,3,"emerging","2026-09-16 00:40:14"
6018,"Cracked Staff +4",601,4,"emerging","2026-09-16 00:40:14"
6019,"Bronze Mace +4",578,3,"emerging","2026-09-16 00:40:14"
6022,"Bronze Warhammer +4",567,1,"unverified","2026-09-15 20:40:33"
6031,"Tarnished Warhammer +4",567,1,"unverified","2026-09-15 20:40:33"
6350,"Fine Steel Warhammer +4",581,3,"emerging","2026-09-16 00:40:14"
6351,"Fine Steel Morning Star",741,2,"disputed","2026-09-16 00:40:14"
6352,"Fine Steel Great Staff",602,2,"disputed","2026-09-16 00:40:14"
6401,"Enameled Black Mace",578,2,"emerging","2026-09-16 00:40:14"
6404,"Staff of Writhing +4",887,1,"unverified","2026-09-15 21:36:23"
6408,"Sharkbone Warhammer",567,1,"unverified","2026-09-16 00:40:14"
6500,"Darkmetal Holy Water Sprinkler +4",741,1,"unverified","2026-09-15 20:40:33"
6502,"Whitened Treant Fists",971,3,"emerging","2026-09-16 00:40:14"
6900,"Bronze Tanto",591,1,"unverified","2026-09-16 00:40:14"
6901,"Bronze Yari +1",1187,2,"emerging","2026-09-16 00:40:14"
6902,"Bronze Wakizashi +1",890,1,"unverified","2026-09-16 00:40:14"
6903,"Bronze Katana",890,1,"unverified","2026-09-16 00:40:14"
6904,"Bronze Kusarigama +1",781,1,"unverified","2026-09-16 00:40:14"
6905,"Bronze Naginata +1",1529,1,"unverified","2026-09-15 20:40:33"
6906,"Bronze Tachi",1169,1,"unverified","2026-09-16 00:40:14"
6907,"Bamboo Wakizashi Bo",601,2,"emerging","2026-09-16 00:40:14"
6908,"Bamboo Bokken +1",601,2,"emerging","2026-09-16 00:40:14"
6909,"Bamboo Tanto Bo",601,2,"emerging","2026-09-16 00:40:14"
6910,"Bronze Tonfa +4",601,2,"emerging","2026-09-16 00:40:14"
6911,"Bronze Jutte +1",763,2,"emerging","2026-09-16 00:40:14"
6914,"Runed Bokken +3",602,1,"unverified","2026-09-16 00:40:14"
6915,"Tiny Brass Shuriken +4",681,1,"unverified","2026-09-16 00:40:14"
6916,"Tiny Brass Tonto +4",592,1,"unverified","2026-09-16 00:40:14"
6917,"Batling Eye +4",885,1,"unverified","2026-09-16 00:40:14"
6918,"Ye Auld Ball Peen Hammer +1",567,1,"unverified","2026-09-15 20:40:33"
6921,"Blood Crusted Two-Handed Sword +4",519,1,"unverified","2026-09-16 00:40:14"
6922,"Globe of the Everburning Flame +1",507,1,"unverified","2026-09-16 00:40:14"
6924,"Damaged Gorilla Hide",554,1,"unverified","2026-09-16 00:40:14"
6926,"Patch of Gorilla Fur",556,1,"unverified","2026-09-16 00:40:14"
6941,"Fine Steel Jutte +4",763,1,"unverified","2026-09-16 00:40:14"
6944,"Leopard Fang",1137,1,"unverified","2026-09-16 00:40:14"
6945,"Leopard Skin",834,1,"unverified","2026-09-16 00:40:14"
7001,"Dagger",592,2,"emerging","2026-09-16 00:40:14"
7005,"Giant Snake Fang +4",801,2,"emerging","2026-09-16 00:40:14"
7007,"Rusty Dagger +4",592,3,"emerging","2026-09-16 00:40:14"
7008,"Rusty Rapier +1",762,2,"emerging","2026-09-16 00:40:14"
7009,"Rusty Spear +1",776,2,"disputed","2026-09-16 00:40:14"
7010,"Rusty Shortened Spear +4",740,3,"emerging","2026-09-16 00:40:14"
7012,"Bronze Dagger +4",592,4,"emerging","2026-09-16 00:40:14"
7013,"Bronze Rapier +4",762,4,"emerging","2026-09-16 00:40:14"
7014,"Bronze Spear +4",776,3,"emerging","2026-09-16 00:40:14"
7015,"Bronze Main Gauche +4",763,3,"emerging","2026-09-16 00:40:14"
7016,"Bronze Shortened Spear +4",740,3,"emerging","2026-09-16 00:40:14"
7019,"Swordfish Bill",740,2,"disputed","2026-09-16 00:40:14"
7036,"Charred Dagger",592,1,"unverified","2026-09-16 00:40:14"
7037,"Ebon Dagger",592,1,"unverified","2026-09-16 00:40:14"
7047,"Dull Wooden Spear +1",776,1,"unverified","2026-09-15 21:36:23"
7049,"Tesch Val Sinisch",776,1,"unverified","2026-09-15 21:36:23"
7107,"Rotting Femur",905,2,"emerging","2026-09-16 00:40:14"
7257,"Serpent's Tooth +4",592,1,"unverified","2026-09-15 20:40:33"
7307,"Pugius",592,1,"unverified","2026-09-16 00:40:14"
7308,"Ashenwood Short Spear +4",740,1,"unverified","2026-09-15 20:40:33"
7312,"Stiletto of the Bloodclaw",575,1,"unverified","2026-09-15 20:40:33"
7318,"Sacrificial Dagger +4",575,3,"emerging","2026-09-16 00:40:14"
7350,"Fine Steel Dagger +4",592,3,"emerging","2026-09-16 00:40:14"
7351,"Fine Steel Spear",776,2,"disputed","2026-09-16 00:40:14"
7352,"Fine Steel Rapier +4",762,3,"emerging","2026-09-16 00:40:14"
7405,"Mithril Quill +1",755,1,"unverified","2026-09-15 21:36:23"
7406,"Shield of the Slain Unicorn",606,1,"unverified","2026-09-16 00:40:14"
7407,"Gloomwater Harpoon",1137,1,"unverified","2026-09-16 00:40:14"
7408,"Shark Tooth +4",803,1,"unverified","2026-09-16 00:40:14"
7502,"Serrated Bone Dirk +4",574,1,"unverified","2026-09-16 00:40:14"
7507,"Shrieking Ahlspiess",740,1,"unverified","2026-09-16 00:40:14"
7508,"Eyerazzia +4",762,2,"emerging","2026-09-15 21:36:23"
7509,"Martune Rapier",762,1,"unverified","2026-09-15 20:40:33"
7817,"Anthemion Wristguard +4",637,2,"emerging","2026-09-15 21:36:23"
7819,"Anthemion Leggings +4",635,1,"unverified","2026-09-15 20:40:33"
7832,"Anthemion Gloves +4",636,1,"unverified","2026-09-15 20:58:59"
7834,"Anthemion Armbands +4",634,2,"emerging","2026-09-16 00:40:14"
7835,"Anthemion Skullcap",640,1,"unverified","2026-09-16 00:40:14"
7882,"Fiery Ore",1138,2,"emerging","2026-09-16 00:40:14"
7885,"Imp Blood",1157,4,"emerging","2026-09-16 00:40:14"
7886,"Essence of Fire",1076,4,"emerging","2026-09-16 00:40:14"
8001,"Throwing Knife +2",591,1,"unverified","2026-09-15 21:36:23"
8005,"Arrow",598,1,"unverified","2026-09-16 00:40:14"
8011,"Hunting Bow",597,1,"unverified","2026-09-16 00:40:14"
8013,"Throwing Boulder",2015,2,"emerging","2026-09-16 00:40:14"
8331,"Turmoil Warts +4",1106,2,"emerging","2026-09-16 00:40:14"
8356,"Journal of Greater Enchantment",778,2,"emerging","2026-09-16 00:40:14"
8357,"Gnoll's Eye",886,1,"unverified","2026-09-15 20:58:59"
8716,"Gloomwater Arrow",598,1,"unverified","2026-09-16 00:40:14"
9001,"Buckler",759,2,"emerging","2026-09-16 00:40:14"
9002,"Round Shield",542,1,"unverified","2026-09-15 21:36:23"
9004,"Kite Shield",676,1,"unverified","2026-09-16 00:40:14"
9006,"Wooden Shield +3",542,2,"emerging","2026-09-16 00:40:14"
9008,"Parrying Dagger +4",592,3,"emerging","2026-09-16 00:40:14"
9009,"Small Buckler +4",759,1,"unverified","2026-09-15 20:40:33"
9014,"Small Wooden Shield",542,1,"unverified","2026-09-15 20:58:59"
9025,"Devlas Ilkvel",676,1,"unverified","2026-09-15 21:36:23"
9129,"Brownie Leg",919,1,"unverified","2026-09-16 00:40:14"
9180,"Saltpeter",1075,2,"emerging","2026-09-16 00:40:14"
9351,"Chitin Shell Shield +3",970,1,"unverified","2026-09-16 00:40:14"
9404,"Nautilus Shield +4",974,1,"unverified","2026-09-15 20:58:59"
9405,"Prismatic Shield",972,1,"unverified","2026-09-16 00:40:14"
10000,"Lambent Stone",945,1,"unverified","2026-09-16 00:40:14"
10001,"Pearl Necklace +4",851,2,"emerging","2026-09-16 00:40:14"
10002,"Pearl Earring",534,2,"emerging","2026-09-16 00:40:14"
10003,"Pearl Ring +1",613,2,"emerging","2026-09-16 00:40:14"
10004,"Copper Band",748,2,"emerging","2026-09-16 00:40:14"
10005,"Silver Stud +4",544,2,"emerging","2026-09-16 00:40:14"
10006,"Silver Earring",544,2,"disputed","2026-09-16 00:40:14"
10007,"Golden Earring +4",535,3,"emerging","2026-09-16 00:40:14"
10008,"Gold Ring +3",615,2,"emerging","2026-09-16 00:40:14"
10009,"Bead Necklace +4",848,2,"emerging","2026-09-16 00:40:14"
10010,"Copper Amulet",754,1,"unverified","2026-09-16 00:40:14"
10011,"Carnelian",960,4,"emerging","2026-09-16 00:40:14"
10012,"Black Pearl",767,4,"emerging","2026-09-16 00:40:14"
10014,"Gargoyle Eye",943,4,"emerging","2026-09-16 00:40:14"
10015,"Malachite",944,2,"emerging","2026-09-16 00:40:14"
10016,"Lapis Lazuli",945,3,"emerging","2026-09-16 00:40:14"
10017,"Turquoise",946,4,"emerging","2026-09-16 00:40:14"
10018,"Hematite",767,4,"emerging","2026-09-16 00:40:14"
10019,"Bloodstone",947,4,"emerging","2026-09-16 00:40:14"
10020,"Jasper",949,4,"emerging","2026-09-16 00:40:14"
10021,"Star Rose Quartz",950,4,"emerging","2026-09-16 00:40:14"
10022,"Amber",951,4,"emerging","2026-09-16 00:40:14"
10023,"Jade",952,4,"emerging","2026-09-16 00:40:14"
10024,"Pearl",953,4,"emerging","2026-09-16 00:40:14"
10025,"Topaz",954,4,"emerging","2026-09-16 00:40:14"
10026,"Cat's Eye Agate",955,3,"emerging","2026-09-16 00:40:14"
10027,"Onyx",956,4,"emerging","2026-09-16 00:40:14"
10028,"Peridot",957,4,"emerging","2026-09-16 00:40:14"
10029,"Emerald",958,4,"emerging","2026-09-16 00:40:14"
10030,"Opal",959,4,"emerging","2026-09-16 00:40:14"
10031,"Fire Opal",960,4,"emerging","2026-09-16 00:40:14"
10032,"Star Ruby",961,4,"emerging","2026-09-16 00:40:14"
10033,"Fire Emerald",962,4,"emerging","2026-09-16 00:40:14"
10034,"Sapphire",963,4,"emerging","2026-09-16 00:40:14"
10035,"Ruby",964,4,"emerging","2026-09-16 00:40:14"
10036,"Black Sapphire",965,4,"emerging","2026-09-16 00:40:14"
10037,"Diamond",966,4,"emerging","2026-09-16 00:40:14"
10038,"Silver Ring",675,2,"disputed","2026-09-16 00:40:14"
10039,"Bloodstone Ring",674,2,"disputed","2026-09-16 00:40:14"
10040,"Silver Amulet +4",566,3,"emerging","2026-09-16 00:40:14"
10041,"Mithril Earring +4",756,2,"emerging","2026-09-16 00:40:14"
10042,"Jade Earring +4",715,2,"emerging","2026-09-16 00:40:14"
10043,"Jade Ring +1",607,2,"emerging","2026-09-16 00:40:14"
10044,"Golden Pendant",754,2,"emerging","2026-09-16 00:40:14"
10045,"Emerald Ring",1041,2,"disputed","2026-09-16 00:40:14"
10046,"Opal Bracelet",521,2,"disputed","2026-09-16 00:40:14"
10047,"Mithril Amulet +4",752,3,"emerging","2026-09-16 00:40:14"
10048,"Star Ruby Earring +4",1048,4,"emerging","2026-09-16 00:40:14"
10049,"Fire Emerald Ring +4",1041,2,"emerging","2026-09-16 00:40:14"
10050,"Sapphire Necklace +4",850,4,"emerging","2026-09-16 00:40:14"
10051,"Ruby Crown +4",511,3,"emerging","2026-09-16 00:40:14"
10053,"Jacinth",1950,4,"emerging","2026-09-16 00:40:14"
10073,"Dufrenite",957,1,"unverified","2026-09-15 21:36:23"
10084,"Charred Ruby",964,2,"emerging","2026-09-16 00:40:14"
10101,"Sheer Bone Mask +4",528,1,"unverified","2026-09-15 20:40:33"
10104,"Bone Armplates +4",543,1,"unverified","2026-09-15 20:40:33"
10106,"Bone Legplates +4",540,1,"unverified","2026-09-15 20:40:33"
10107,"Batskull Earring +4",619,1,"unverified","2026-09-15 20:40:33"
10120,"Stone Bracelet +2",509,1,"unverified","2026-09-15 21:36:23"
10121,"Stone Collar +1",509,1,"unverified","2026-09-15 21:36:23"
10122,"Stone Circlet +2",509,1,"unverified","2026-09-15 21:36:23"
10124,"Mammoth Tusks",807,1,"unverified","2026-09-16 00:40:14"
10125,"Small Mammoth Tusks",807,1,"unverified","2026-09-16 00:40:14"
10148,"Serpentine Bracer",521,1,"unverified","2026-09-15 20:40:33"
10150,"Moonstone Ring",877,1,"unverified","2026-09-15 20:40:33"
10165,"Diamondine Earring",534,1,"unverified","2026-09-15 20:40:33"
10176,"Lute of the Gypsy Princess +1",551,1,"unverified","2026-09-16 00:40:14"
10185,"Swatch of Cryosilk",782,1,"unverified","2026-09-15 20:58:59"
10195,"Prickly Pear",6330,3,"emerging","2026-09-16 00:40:14"
10216,"Petrified Erudite Heart Amulet +3",1003,1,"unverified","2026-09-16 00:40:14"
10217,"Death Scarab Gland",1136,1,"unverified","2026-09-15 20:40:33"
10219,"Rokyls Channelling Crystal +2",973,1,"unverified","2026-09-15 20:40:33"
10225,"Flame Agate",955,4,"emerging","2026-09-16 00:40:14"
10229,"Essence of Wind",694,3,"emerging","2026-09-16 00:40:14"
10264,"Diseased Bone Marrow",907,1,"unverified","2026-09-16 00:40:14"
10298,"Wraithstone +4",507,2,"emerging","2026-09-15 21:36:23"
10299,"Burned Out Lightstone",507,3,"emerging","2026-09-16 00:40:14"
10300,"Lightstone",507,2,"emerging","2026-09-16 00:40:14"
10302,"Earring of Disease Reflection +4",1050,2,"emerging","2026-09-16 00:40:14"
10307,"Fire Beetle Eye",859,3,"emerging","2026-09-15 21:36:23"
10322,"Quartz Crystal +4",507,1,"unverified","2026-09-15 21:36:23"
10328,"Blackened Iron Eye Totem +4",894,2,"emerging","2026-09-15 21:36:23"
10330,"Clay Totem",895,1,"unverified","2026-09-15 21:36:23"
10350,"Antiqued Silver Band",880,1,"unverified","2026-09-15 21:36:23"
10351,"Brass Earring +1",757,1,"unverified","2026-09-15 20:58:59"
10352,"Band of Flesh",873,1,"unverified","2026-09-15 21:36:23"
10354,"Onyx Earring +1",544,1,"unverified","2026-09-16 00:40:14"
10359,"Collar of Undead Protection +5",502,1,"unverified","2026-09-15 20:40:33"
10366,"Djarn's Amethyst Ring +1",612,1,"unverified","2026-09-15 20:40:33"
10374,"Rod of Malisement +4",821,1,"unverified","2026-09-15 20:40:33"
10378,"Rod of Health",821,1,"unverified","2026-09-15 20:58:59"
10379,"Wand of Ice +2",810,1,"unverified","2026-09-16 00:40:14"
10396,"Small Brick of Unrefined Ore",1138,4,"emerging","2026-09-16 00:40:14"
10397,"Large Brick of Unrefined Ore",1138,1,"unverified","2026-09-15 21:36:23"
10400,"Greater Lightstone +4",507,1,"unverified","2026-09-16 00:40:14"
10468,"Small Brick of High Quality Ore",1138,3,"emerging","2026-09-16 00:40:14"
10469,"Large Brick of High Quality Ore",1138,3,"emerging","2026-09-16 00:40:14"
10500,"Small Piece of Ore",1135,3,"emerging","2026-09-16 00:40:14"
10501,"Small Brick of Ore",1135,4,"emerging","2026-09-16 00:40:14"
10502,"Large Brick of Ore",1135,3,"emerging","2026-09-16 00:40:14"
10503,"Block of Ore",1135,1,"unverified","2026-09-16 00:40:14"
10504,"Hardened Brick of Clay",1135,1,"unverified","2026-09-15 20:01:43"
10505,"Small Ball of Clay",734,3,"emerging","2026-09-16 00:40:14"
10506,"Large Ball of Clay",734,3,"emerging","2026-09-16 00:40:14"
10507,"Brick of Blue Ore",1135,1,"unverified","2026-09-15 21:36:23"
10508,"Functional Force Module",964,1,"unverified","2026-09-15 21:36:23"
10509,"Broken Force Module",1076,2,"emerging","2026-09-16 00:40:14"
10510,"Functional Frost Module",945,1,"unverified","2026-09-15 21:36:23"
10511,"Broken Frost Module",1015,2,"emerging","2026-09-16 00:40:14"
10515,"Ebon Wand +1",809,1,"unverified","2026-09-16 00:40:14"
10516,"Barbed Bone Chips",804,2,"emerging","2026-09-16 00:40:14"
10517,"Dull Bone Chips",804,2,"emerging","2026-09-16 00:40:14"
10518,"Dark Bone Chips",804,2,"emerging","2026-09-16 00:40:14"
10519,"Iced Bone Chips",804,4,"emerging","2026-09-16 00:40:14"
10521,"Globe of Fear",507,3,"emerging","2026-09-16 00:40:14"
10523,"Eye of Urd",885,2,"emerging","2026-09-15 21:36:23"
10524,"Eye of Kor",885,1,"unverified","2026-09-15 21:36:23"
10525,"Eye of Jin",885,1,"unverified","2026-09-15 21:36:23"
10526,"Eye of Guk +1",885,1,"unverified","2026-09-15 21:36:23"
10529,"Shadowed Book",777,1,"unverified","2026-09-15 21:36:23"
10534,"Skeletal Finger",804,1,"unverified","2026-09-15 20:40:33"
10537,"Book of Frost",777,1,"unverified","2026-09-15 21:36:23"
10538,"Fungus Eye",885,1,"unverified","2026-09-15 21:36:23"
10543,"Stone Marker",967,3,"emerging","2026-09-16 00:40:14"
10544,"Heart of Stone",964,1,"unverified","2026-09-15 21:36:23"
10545,"Globe of Mist",507,2,"emerging","2026-09-16 00:40:14"
10558,"Darkbone Skull",1070,2,"emerging","2026-09-16 00:40:14"
10559,"Mudwater Rune",967,2,"emerging","2026-09-15 21:36:23"
10564,"Dark Boned Bracelet",505,1,"unverified","2026-09-15 21:36:23"
10566,"Rune of Ivy",967,2,"emerging","2026-09-15 20:58:59"
10624,"Essence of a Vampire",1075,1,"unverified","2026-09-15 20:40:33"
11550,"Sunderfury +4",736,1,"unverified","2026-09-16 00:40:14"
11552,"Shield of the Stalwart Seas",974,1,"unverified","2026-09-15 20:40:33"
11553,"Six Note Blade +2",1170,2,"emerging","2026-09-15 21:36:23"
11554,"Evensong +1",741,1,"unverified","2026-09-15 20:40:33"
11555,"Dawnchaser",776,1,"unverified","2026-09-16 00:40:14"
11560,"Mempo of Likato +2",506,1,"unverified","2026-09-15 21:36:23"
11561,"Sode of Empowerment +1",668,1,"unverified","2026-09-15 21:36:23"
11562,"Rakusha Cloak +1",621,1,"unverified","2026-09-15 20:40:33"
11563,"Tunarian Scimitar",604,1,"unverified","2026-09-15 20:40:33"
11567,"Staff of Elemental Mastery: Earth +3",811,1,"unverified","2026-09-15 21:36:23"
11570,"Diamond Rod +2",821,1,"unverified","2026-09-15 20:40:33"
11573,"Kelin`s Seven Stringed Lute +3",551,1,"unverified","2026-09-15 21:36:23"
11606,"Dragon Bone Bracelet +2",505,1,"unverified","2026-09-15 21:36:23"
11609,"Soul Leech, Dark Sword of Blood +3",519,1,"unverified","2026-09-15 20:40:33"
11611,"Warhammer of Divine Grace +4",567,1,"unverified","2026-09-15 20:40:33"
11621,"Cloak of Flames +4",658,1,"unverified","2026-09-15 20:40:33"
11622,"Red Dragon Scales",1232,2,"emerging","2026-09-15 21:36:23"
11624,"Gauntlets of Fiery Might +3",529,1,"unverified","2026-09-15 20:40:33"
11625,"Orb of Tishan +3",973,1,"unverified","2026-09-15 20:40:33"
11626,"Selo`s Drums of the March +2",1152,1,"unverified","2026-09-15 21:36:23"
11628,"Blight, Hammer of the Scourge +4",581,1,"unverified","2026-09-15 20:40:33"
11629,"Hierophant`s Crook +2",1083,1,"unverified","2026-09-15 20:40:33"
11630,"Gold Plated Koshigatana +4",575,1,"unverified","2026-09-15 20:40:33"
11632,"Bladestopper +4",606,1,"unverified","2026-09-15 20:40:33"
11642,"Lyssa`s Darkwood Piccolo +3",751,1,"unverified","2026-09-15 21:36:23"
11644,"Shield of Rainbow Hues +2",606,1,"unverified","2026-09-15 20:40:33"
11647,"Barbarian Spiritist`s Hammer +3",581,1,"unverified","2026-09-15 20:40:33"
11648,"DawnFire, Morning Star of Light +2",741,1,"unverified","2026-09-15 20:40:33"
11649,"Staff of the Earthcrafter +4",1083,1,"unverified","2026-09-15 20:40:33"
11661,"Bone Razor",575,1,"unverified","2026-09-15 21:36:23"
11662,"Staff of Undead Legions +2",887,1,"unverified","2026-09-15 20:40:33"
11703,"Box of Abu-Kar",609,1,"unverified","2026-09-15 20:40:33"
11789,"Ice of Velious",972,4,"emerging","2026-09-16 00:40:14"
11805,"Essence of Rathe",836,4,"emerging","2026-09-16 00:40:14"
11939,"Finely Crafted Shan`Tok",1185,1,"unverified","2026-09-15 21:36:23"
12084,"Low Quality Cat Pelt",555,2,"emerging","2026-09-16 00:40:14"
12085,"Medium Quality Cat Pelt",555,3,"emerging","2026-09-16 00:40:14"
12086,"High Quality Cat Pelt",555,2,"emerging","2026-09-16 00:40:14"
12106,"Fairy Dust",1075,1,"unverified","2026-09-16 00:40:14"
12108,"Orc Hatchet +4",569,1,"unverified","2026-09-15 20:40:33"
12113,"Micro Servo",912,1,"unverified","2026-09-16 00:40:14"
12126,"Shark Bones",804,3,"emerging","2026-09-16 00:40:14"
12158,"Aviak Talon",1067,1,"unverified","2026-09-16 00:40:14"
12160,"Basilisk Tongue",1087,2,"emerging","2026-09-16 00:40:14"
12191,"Spore Mushroom",854,1,"unverified","2026-09-15 20:01:43"
12197,"Glowing Sword Hilt",6770,1,"unverified","2026-09-15 20:40:33"
12198,"Lizardman Scout Fife",751,1,"unverified","2026-09-16 00:40:14"
12240,"Pouch of Silver Dust",582,1,"unverified","2026-09-16 00:40:14"
12244,"Raw Short Sword 4 +1",580,1,"unverified","2026-09-16 00:40:14"
12297,"Melatite",1138,1,"unverified","2026-09-15 21:36:23"
12306,"Mistmoore Granite",767,4,"emerging","2026-09-16 00:40:14"
12316,"Code of Zan Fi +3",789,1,"unverified","2026-09-16 00:40:14"
12318,"Raw Darkwater Piranha",799,1,"unverified","2026-09-15 20:40:33"
12320,"Broken Bow Part A",1084,1,"unverified","2026-09-15 20:40:33"
12335,"Clump of Gorilla Hair",794,1,"unverified","2026-09-15 20:58:59"
12359,"Clockwork Oil Stout",584,1,"unverified","2026-09-15 21:36:23"
12364,"Blood Spirit",704,2,"emerging","2026-09-16 00:40:14"
12372,"Cat Skull Cap +4",1070,1,"unverified","2026-09-15 20:40:33"
12373,"Fractured Femur +4",905,1,"unverified","2026-09-15 20:40:33"
12500,"Wand of Conflagration",810,1,"unverified","2026-09-15 20:40:33"
12501,"Thulian Wand +4",810,1,"unverified","2026-09-15 20:40:33"
12502,"Wand of Swords",810,1,"unverified","2026-09-15 20:40:33"
